year,sector,data_category,data_type,data_value,unit,data_source,area
2000,Agriculture,Livestock,Other Cattle,16049493.9,Number,,Mainland
2000,Agriculture,Livestock,Mature Sheep,3466220.67,Number,,Mainland
2000,Agriculture,Livestock,Mature Goats,11770065.45,Number,,Mainland
2000,Agriculture,Livestock,Mature Swine,445500,Number,,Mainland
2000,Agriculture,Livestock,Poultry Broilers,9040553.783593893,Number,,Mainland
2000,Agriculture,Livestock,Poultry Layers,9636769.792402029,Number,,Mainland
2000,Agriculture,Livestock,Poultry Indigenous,8842696.424004076,Number,,Mainland
2001,Agriculture,Livestock,Mature Dairy cattle,505998.9,Number,,Mainland
2001,Agriculture,Livestock,Other Cattle,16360631.1,Number,,Mainland
2001,Agriculture,Livestock,Mature Sheep,3472696.26,Number,,Mainland
2001,Agriculture,Livestock,Mature Goats,11980970.1,Number,,Mainland
2001,Agriculture,Livestock,Mature Swine,450450,Number,,Mainland
2001,Agriculture,Livestock,Poultry Broilers,9183063.826418065,Number,,Mainland
2001,Agriculture,Livestock,Poultry Layers,10016677.841647612,Number,,Mainland
2001,Agriculture,Livestock,Poultry Indigenous,9510258.331934322,Number,,Mainland
2002,Agriculture,Livestock,Mature Dairy cattle,515799.9,Number,,Mainland
2002,Agriculture,Livestock,Other Cattle,16677530.1,Number,,Mainland
2002,Agriculture,Livestock,Mature Sheep,3479294.61,Number,,Mainland
2002,Agriculture,Livestock,Mature Goats,12200977.8,Number,,Mainland
2002,Agriculture,Livestock,Mature Swine,453420,Number,,Mainland
2002,Agriculture,Livestock,Poultry Broilers,9191450.954313144,Number,,Mainland
2002,Agriculture,Livestock,Poultry Layers,10594280.967755482,Number,,Mainland
2002,Agriculture,Livestock,Poultry Indigenous,8924268.077931376,Number,,Mainland
2003,Agriculture,Livestock,Mature Dairy cattle,525808.8,Number,,Mainland
2003,Agriculture,Livestock,Other Cattle,17001151.2,Number,,Mainland
2003,Agriculture,Livestock,Mature Sheep,3905803.44,Number,,Mainland
2003,Agriculture,Livestock,Mature Goats,12430677.6,Number,,Mainland
2003,Agriculture,Livestock,Mature Swine,450450,Number,,Mainland
2003,Agriculture,Livestock,Poultry Broilers,10758459.109232027,Number,,Mainland
2003,Agriculture,Livestock,Poultry Layers,10752067.188021317,Number,,Mainland
2003,Agriculture,Livestock,Poultry Indigenous,9788323.702746658,Number,,Mainland
2004,Agriculture,Livestock,Mature Dairy cattle,518921.90459999995,Number,,Mainland
2004,Agriculture,Livestock,Other Cattle,16778474.915400002,Number,,Mainland
2004,Agriculture,Livestock,Mature Sheep,3465000,Number,,Mainland
2004,Agriculture,Livestock,Mature Goats,12474000,Number,,Mainland
2004,Agriculture,Livestock,Mature Swine,455400,Number,,Mainland
2004,Agriculture,Livestock,Poultry Broilers,11052735.35763912,Number,,Mainland
2004,Agriculture,Livestock,Poultry Layers,10418072.545473289,Number,,Mainland
2004,Agriculture,Livestock,Poultry Indigenous,10209192.09688759,Number,,Mainland
2005,Agriculture,Livestock,Mature Dairy cattle,526257.0324,Number,,Mainland
2005,Agriculture,Livestock,Other Cattle,17015644.047599997,Number,,Mainland
2005,Agriculture,Livestock,Mature Sheep,3465000,Number,,Mainland
2005,Agriculture,Livestock,Mature Goats,12375000,Number,,Mainland
2005,Agriculture,Livestock,Mature Swine,460350,Number,,Mainland
2005,Agriculture,Livestock,Poultry Broilers,9881972.171214785,Number,,Mainland
2005,Agriculture,Livestock,Poultry Layers,10372679.20865136,Number,,Mainland
2005,Agriculture,Livestock,Poultry Indigenous,11425348.620133854,Number,,Mainland
2006,Agriculture,Livestock,Mature Dairy cattle,536958.0216000001,Number,,Mainland
2006,Agriculture,Livestock,Other Cattle,17361642.6984,Number,,Mainland
2006,Agriculture,Livestock,Mature Sheep,3498000,Number,,Mainland
2006,Agriculture,Livestock,Mature Goats,12738000,Number,,Mainland
2006,Agriculture,Livestock,Mature Swine,466950,Number,,Mainland
2006,Agriculture,Livestock,Poultry Broilers,9697067.106793568,Number,,Mainland
2006,Agriculture,Livestock,Poultry Layers,10004793.209631868,Number,,Mainland
2006,Agriculture,Livestock,Poultry Indigenous,12143139.683574563,Number,,Mainland
2007,Agriculture,Livestock,Mature Dairy cattle,547659.0108,Number,,Mainland
2007,Agriculture,Livestock,Other Cattle,17707641.3492,Number,,Mainland
2007,Agriculture,Livestock,Mature Sheep,3531000,Number,,Mainland
2007,Agriculture,Livestock,Mature Goats,13101000,Number,,Mainland
2007,Agriculture,Livestock,Mature Swine,473550,Number,,Mainland
2007,Agriculture,Livestock,Poultry Broilers,9512162.042372352,Number,,Mainland
2007,Agriculture,Livestock,Poultry Layers,9636907.210612377,Number,,Mainland
2007,Agriculture,Livestock,Poultry Indigenous,12860930.747015271,Number,,Mainland
2008,Agriculture,Livestock,Mature Dairy cattle,558360,Number,,Mainland
2008,Agriculture,Livestock,Other Cattle,18053640,Number,,Mainland
2008,Agriculture,Livestock,Mature Sheep,3564000,Number,,Mainland
2008,Agriculture,Livestock,Mature Goats,13464000,Number,,Mainland
2008,Agriculture,Livestock,Mature Swine,480150,Number,,Mainland
2008,Agriculture,Livestock,Poultry Broilers,9327256.977951135,Number,,Mainland
2008,Agriculture,Livestock,Poultry Layers,9269021.211592887,Number,,Mainland
2008,Agriculture,Livestock,Poultry Indigenous,13578721.81045598,Number,,Mainland
2009,Agriculture,Livestock,Mature Dairy cattle,567270,Number,,Mainland
2009,Agriculture,Livestock,Other Cattle,18341730,Number,,Mainland
2009,Agriculture,Livestock,Mature Sheep,3564000,Number,,Mainland
2009,Agriculture,Livestock,Mature Goats,13464000,Number,,Mainland
2009,Agriculture,Livestock,Mature Swine,485100,Number,,Mainland
2009,Agriculture,Livestock,Poultry Broilers,9762887.71377628,Number,,Mainland
2009,Agriculture,Livestock,Poultry Layers,9064626.082460735,Number,,Mainland
2009,Agriculture,Livestock,Poultry Indigenous,13842486.203762988,Number,,Mainland
2010,Agriculture,Livestock,Mature Dairy cattle,571595.7455999999,Number,,Mainland
2010,Agriculture,Livestock,Other Cattle,18481595.7744,Number,,Mainland
2010,Agriculture,Livestock,Mature Sheep,3556773,Number,,Mainland
2010,Agriculture,Livestock,Mature Goats,13464000,Number,,Mainland
2010,Agriculture,Livestock,Mature Swine,490050,Number,,Mainland
2010,Agriculture,Livestock,Poultry Broilers,9458882.805699987,Number,,Mainland
2010,Agriculture,Livestock,Poultry Layers,9424859.929447358,Number,,Mainland
2010,Agriculture,Livestock,Poultry Indigenous,14281257.264852652,Number,,Mainland
2011,Agriculture,Livestock,Mature Dairy cattle,632610,Number,,Mainland
2011,Agriculture,Livestock,Other Cattle,20454390,Number,,Mainland
2011,Agriculture,Livestock,Mature Sheep,6336000,Number,,Mainland
2011,Agriculture,Livestock,Mature Goats,15048000,Number,,Mainland
2011,Agriculture,Livestock,Mature Swine,495000,Number,,Mainland
2011,Agriculture,Livestock,Poultry Broilers,9659661.512438513,Number,,Mainland
2011,Agriculture,Livestock,Poultry Layers,9529823.595886406,Number,,Mainland
2011,Agriculture,Livestock,Poultry Indigenous,14470514.891675081,Number,,Mainland
2012,Agriculture,Livestock,Mature Dairy cattle,677160,Number,,Mainland
2012,Agriculture,Livestock,Other Cattle,21894840,Number,,Mainland
2012,Agriculture,Livestock,Mature Sheep,6930000,Number,,Mainland
2012,Agriculture,Livestock,Mature Goats,15444000,Number,,Mainland
2012,Agriculture,Livestock,Mature Swine,495000,Number,,Mainland
2012,Agriculture,Livestock,Poultry Broilers,10802262.64029465,Number,,Mainland
2012,Agriculture,Livestock,Poultry Layers,8954217.58137396,Number,,Mainland
2012,Agriculture,Livestock,Poultry Indigenous,14893519.778331392,Number,,Mainland
2013,Agriculture,Livestock,Mature Dairy cattle,728590.6584,Number,,Mainland
2013,Agriculture,Livestock,Other Cattle,23557764.6216,Number,,Mainland
2013,Agriculture,Livestock,Mature Sheep,7579687.5,Number,,Mainland
2013,Agriculture,Livestock,Mature Goats,15850420.74,Number,,Mainland
2013,Agriculture,Livestock,Mature Swine,495000,Number,,Mainland
2013,Agriculture,Livestock,Poultry Broilers,10845731.450046297,Number,,Mainland
2013,Agriculture,Livestock,Poultry Layers,10272024.773616247,Number,,Mainland
2013,Agriculture,Livestock,Poultry Indigenous,14027243.776337458,Number,,Mainland
2014,Agriculture,Livestock,Mature Dairy cattle,766260,Number,,Mainland
2014,Agriculture,Livestock,Other Cattle,24775740,Number,,Mainland
2014,Agriculture,Livestock,Mature Sheep,8613990,Number,,Mainland
2014,Agriculture,Livestock,Mature Goats,16533000,Number,,Mainland
2014,Agriculture,Livestock,Mature Swine,499950,Number,,Mainland
2014,Agriculture,Livestock,Poultry Broilers,11036247.697800783,Number,,Mainland
2014,Agriculture,Livestock,Poultry Layers,10301302.141185263,Number,,Mainland
2014,Agriculture,Livestock,Poultry Indigenous,14302450.161013957,Number,,Mainland
2015,Agriculture,Livestock,Mature Dairy cattle,793395.2268,Number,,Mainland
2015,Agriculture,Livestock,Other Cattle,25653112.3332,Number,,Mainland
2015,Agriculture,Livestock,Mature Sheep,6106612.05,Number,,Mainland
2015,Agriculture,Livestock,Mature Goats,17845790.49,Number,,Mainland
2015,Agriculture,Livestock,Mature Swine,503871.39,Number,,Mainland
2015,Agriculture,Livestock,Poultry Broilers,11564490.043306999,Number,,Mainland
2015,Agriculture,Livestock,Poultry Layers,9863757.94358688,Number,,Mainland
2015,Agriculture,Livestock,Poultry Indigenous,14760212.01310612,Number,,Mainland
2016,Agriculture,Livestock,Mature Dairy cattle,804921.7077,Number,,Mainland
2016,Agriculture,Livestock,Other Cattle,26025801.8823,Number,,Mainland
2016,Agriculture,Livestock,Mature Sheep,5576358.15,Number,,Mainland
2016,Agriculture,Livestock,Mature Goats,18514444.41,Number,,Mainland
2016,Agriculture,Livestock,Mature Swine,507806.64,Number,,Mainland
2016,Agriculture,Livestock,Poultry Broilers,10768011.6781574,Number,,Mainland
2016,Agriculture,Livestock,Poultry Layers,9847829.65502063,Number,,Mainland
2016,Agriculture,Livestock,Poultry Indigenous,16081478.666821968,Number,,Mainland
2017,Agriculture,Livestock,Mature Dairy cattle,815664.8807999999,Number,,Mainland
2017,Agriculture,Livestock,Other Cattle,26373164.479199998,Number,,Mainland
2017,Agriculture,Livestock,Mature Sheep,5185457.64,Number,,Mainland
2017,Agriculture,Livestock,Mature Goats,19076304.06,Number,,Mainland
2017,Agriculture,Livestock,Mature Swine,511680.51,Number,,Mainland
2017,Agriculture,Livestock,Poultry Broilers,10856960.714922266,Number,,Mainland
2017,Agriculture,Livestock,Poultry Layers,10808744.26016804,Number,,Mainland
2017,Agriculture,Livestock,Poultry Indigenous,15510775.024909696,Number,,Mainland
2018,Agriculture,Livestock,Mature Dairy cattle,833401.0970999999,Number,,Mainland
2018,Agriculture,Livestock,Other Cattle,26946635.4729,Number,,Mainland
2018,Agriculture,Livestock,Mature Sheep,5011006.77,Number,,Mainland
2018,Agriculture,Livestock,Mature Goats,19600459.56,Number,,Mainland
2018,Agriculture,Livestock,Mature Swine,515419.74,Number,,Mainland
2018,Agriculture,Livestock,Poultry Broilers,9870272.346906485,Number,,Mainland
2018,Agriculture,Livestock,Poultry Layers,9499548.185783243,Number,,Mainland
2018,Agriculture,Livestock,Poultry Indigenous,18369969.467310276,Number,,Mainland
2019,Agriculture,Livestock,Mature Dairy cattle,868966.9064999999,Number,,Mainland
2019,Agriculture,Livestock,Other Cattle,28096596.643499997,Number,,Mainland
2019,Agriculture,Livestock,Mature Sheep,5901103.89,Number,,Mainland
2019,Agriculture,Livestock,Mature Goats,20020773.96,Number,,Mainland
2019,Agriculture,Livestock,Mature Swine,519890.58,Number,,Mainland
2019,Agriculture,Livestock,Poultry Broilers,11396986.971659284,Number,,Mainland
2019,Agriculture,Livestock,Poultry Layers,10586994.243365148,Number,,Mainland
2019,Agriculture,Livestock,Poultry Indigenous,16482468.78497557,Number,,Mainland
2020,Agriculture,Livestock,Mature Dairy cattle,898865.7777,Number,,Mainland
2020,Agriculture,Livestock,Other Cattle,29063326.8123,Number,,Mainland
2020,Agriculture,Livestock,Mature Sheep,5979912.84,Number,,Mainland
2020,Agriculture,Livestock,Mature Goats,20720853.45,Number,,Mainland
2020,Agriculture,Livestock,Mature Swine,521519.13,Number,,Mainland
2020,Agriculture,Livestock,Poultry Broilers,11123110.764388774,Number,,Mainland
2020,Agriculture,Livestock,Poultry Layers,10963367.023075324,Number,,Mainland
2020,Agriculture,Livestock,Poultry Indigenous,16612622.212535903,Number,,Mainland
2021,Agriculture,Livestock,Mature Dairy cattle,922639.7961,Number,,Mainland
2021,Agriculture,Livestock,Other Cattle,29832020.0739,Number,,Mainland
2021,Agriculture,Livestock,Mature Sheep,6071914.53,Number,,Mainland
2021,Agriculture,Livestock,Mature Goats,21322937.79,Number,,Mainland
2021,Agriculture,Livestock,Mature Swine,523703.07,Number,,Mainland
2021,Agriculture,Livestock,Poultry Broilers,10834337.135221276,Number,,Mainland
2021,Agriculture,Livestock,Poultry Layers,10802040.539871844,Number,,Mainland
2021,Agriculture,Livestock,Poultry Indigenous,17527032.32490688,Number,,Mainland
1994,Energy,Electricity generation,Natural Gas,NA,TJ,TANESCO,Mainland
1995,Energy,Electricity generation,Natural Gas,NA,TJ,TANESCO,Mainland
1996,Energy,Electricity generation,Natural Gas,NA,TJ,TANESCO,Mainland
1997,Energy,Electricity generation,Natural Gas,NA,TJ,TANESCO,Mainland
1998,Energy,Electricity generation,Natural Gas,NA,TJ,TANESCO,Mainland
1999,Energy,Electricity generation,Natural Gas,NA,TJ,TANESCO,Mainland
2000,Energy,Electricity generation,Natural Gas,NA,TJ,TANESCO,Mainland
2001,Energy,Electricity generation,Natural Gas,NA,TJ,TANESCO,Mainland
2002,Energy,Electricity generation,Natural Gas,NA,TJ,TANESCO,Mainland
2003,Energy,Electricity generation,Natural Gas,NA,TJ,TANESCO,Mainland
2004,Energy,Electricity generation,Natural Gas,487.1252985534615,TJ,TANESCO,Mainland
2005,Energy,Electricity generation,Natural Gas,1597.445,TJ,TANESCO,Mainland
2006,Energy,Electricity generation,Natural Gas,1953.526,TJ,TANESCO,Mainland
2007,Energy,Electricity generation,Natural Gas,2177.5654069557245,TJ,TANESCO,Mainland
2008,Energy,Electricity generation,Natural Gas,2226.8955513307983,TJ,TANESCO,Mainland
2009,Energy,Electricity generation,Natural Gas,5203.007064638784,TJ,TANESCO,Mainland
2010,Energy,Electricity generation,Natural Gas,8508.810608365018,TJ,TANESCO,Mainland
2011,Energy,Electricity generation,Natural Gas,8909.857794676805,TJ,TANESCO,Mainland
2012,Energy,Electricity generation,Natural Gas,12047.247490494297,TJ,TANESCO,Mainland
2013,Energy,Electricity generation,Natural Gas,16387.230570342206,TJ,TANESCO,Mainland
2014,Energy,Electricity generation,Natural Gas,451.04889733840304,TJ,TANESCO,Mainland
2015,Energy,Electricity generation,Natural Gas,991.1228136882129,TJ,TANESCO,Mainland
2016,Energy,Electricity generation,Natural Gas,940.8944866920152,TJ,TANESCO,Mainland
2017,Energy,Electricity generation,Natural Gas,1050.8273764258556,TJ,TANESCO,Mainland
2018,Energy,Electricity generation,Natural Gas,1331.014030418251,TJ,TANESCO,Mainland
2019,Energy,Electricity generation,Natural Gas,1393.0304562737642,TJ,TANESCO,Mainland
2020,Energy,Electricity generation,Natural Gas,1189.2823954372623,TJ,TANESCO,Mainland
2021,Energy,Electricity generation,Natural Gas,1405.4709505703422,TJ,TANESCO,Mainland
1994,Energy,Electricity generation,Diesel,2201.2,TJ,TANESCO,Mainland
1995,Energy,Electricity generation,Diesel,2365.2,TJ,TANESCO,Mainland
1996,Energy,Electricity generation,Diesel,1967.4,TJ,TANESCO,Mainland
1997,Energy,Electricity generation,Diesel,1569.6,TJ,TANESCO,Mainland
1998,Energy,Electricity generation,Diesel,88.92,TJ,TANESCO,Mainland
1999,Energy,Electricity generation,Diesel,281.8,TJ,TANESCO,Mainland
2000,Energy,Electricity generation,Diesel,473.7,TJ,TANESCO,Mainland
2001,Energy,Electricity generation,Diesel,665.6,TJ,TANESCO,Mainland
2002,Energy,Electricity generation,Diesel,1152.269079,TJ,TANESCO,Mainland
2003,Energy,Electricity generation,Diesel,1119.3,TJ,TANESCO,Mainland
2004,Energy,Electricity generation,Diesel,1675.974417,TJ,TANESCO,Mainland
2005,Energy,Electricity generation,Diesel,1457.898858,TJ,TANESCO,Mainland
2006,Energy,Electricity generation,Diesel,1589.089086,TJ,TANESCO,Mainland
2007,Energy,Electricity generation,Diesel,1198.888392,TJ,TANESCO,Mainland
2008,Energy,Electricity generation,Diesel,1187.267484,TJ,TANESCO,Mainland
2009,Energy,Electricity generation,Diesel,1195.609389,TJ,TANESCO,Mainland
2010,Energy,Electricity generation,Diesel,1240.6266209999999,TJ,TANESCO,Mainland
2011,Energy,Electricity generation,Diesel,930.356934,TJ,TANESCO,Mainland
2012,Energy,Electricity generation,Diesel,1095.823521,TJ,TANESCO,Mainland
2013,Energy,Electricity generation,Diesel,1594.379046,TJ,TANESCO,Mainland
2014,Energy,Electricity generation,Diesel,2390.781081,TJ,TANESCO,Mainland
2015,Energy,Electricity generation,Diesel,3146.851656,TJ,TANESCO,Mainland
2016,Energy,Electricity generation,Diesel,2174.744676,TJ,TANESCO,Mainland
2017,Energy,Electricity generation,Diesel,2372.674395,TJ,TANESCO,Mainland
2018,Energy,Electricity generation,Diesel,1304.882826,TJ,TANESCO,Mainland
2019,Energy,Electricity generation,Diesel,933.730902,TJ,TANESCO,Mainland
2020,Energy,Electricity generation,Diesel,919.113039,TJ,TANESCO,Mainland
2021,Energy,Electricity generation,Diesel,1068.278172,TJ,TANESCO,Mainland
1990,Energy,Electricity generation,Diesel,294.84,TJ,ZECO,Zanzibar
1991,Energy,Electricity generation,Diesel,294.84,TJ,ZECO,Zanzibar
1992,Energy,Electricity generation,Diesel,294.84,TJ,ZECO,Zanzibar
1993,Energy,Electricity generation,Diesel,294.84,TJ,ZECO,Zanzibar
1994,Energy,Electricity generation,Diesel,294.84,TJ,ZECO,Zanzibar
1995,Energy,Electricity generation,Diesel,294.84,TJ,ZECO,Zanzibar
1996,Energy,Electricity generation,Diesel,294.84,TJ,ZECO,Zanzibar
1997,Energy,Electricity generation,Diesel,294.84,TJ,ZECO,Zanzibar
1998,Energy,Electricity generation,Diesel,294.84,TJ,ZECO,Zanzibar
1999,Energy,Electricity generation,Diesel,294.84,TJ,ZECO,Zanzibar
2000,Energy,Electricity generation,Diesel,294.84,TJ,ZECO,Zanzibar
2001,Energy,Electricity generation,Diesel,294.84,TJ,ZECO,Zanzibar
2002,Energy,Electricity generation,Diesel,294.84,TJ,ZECO,Zanzibar
2003,Energy,Electricity generation,Diesel,294.84,TJ,ZECO,Zanzibar
2004,Energy,Electricity generation,Diesel,294.84,TJ,ZECO,Zanzibar
2005,Energy,Electricity generation,Diesel,294.84,TJ,ZECO,Zanzibar
2006,Energy,Electricity generation,Diesel,294.84,TJ,ZECO,Zanzibar
2007,Energy,Electricity generation,Diesel,294.84,TJ,ZECO,Zanzibar
2008,Energy,Electricity generation,Diesel,294.84,TJ,ZECO,Zanzibar
2009,Energy,Electricity generation,Diesel,294.84,TJ,ZECO,Zanzibar
2010,Energy,Electricity generation,Diesel,0,TJ,ZECO,Zanzibar
2011,Energy,Electricity generation,Diesel,0,TJ,ZECO,Zanzibar
2012,Energy,Electricity generation,Diesel,0,TJ,ZECO,Zanzibar
2013,Energy,Electricity generation,Diesel,0,TJ,ZECO,Zanzibar
2014,Energy,Electricity generation,Diesel,0,TJ,ZECO,Zanzibar
2015,Energy,Electricity generation,Diesel,0,TJ,ZECO,Zanzibar
2016,Energy,Electricity generation,Diesel,0,TJ,ZECO,Zanzibar
2017,Energy,Electricity generation,Diesel,0,TJ,ZECO,Zanzibar
2018,Energy,Electricity generation,Diesel,0,TJ,ZECO,Zanzibar
2019,Energy,Electricity generation,Diesel,0,TJ,ZECO,Zanzibar
2020,Energy,Electricity generation,Diesel,0,TJ,ZECO,Zanzibar
2021,Energy,Electricity generation,Diesel,0,TJ,ZECO,Zanzibar
1990,Energy,Solid Fuels,Coal production,7698.67,TJ,Mining Commission,Mainland
1991,Energy,Solid Fuels,Coal production,9623.3375,TJ,Mining Commission,Mainland
1992,Energy,Solid Fuels,Coal production,11548.005,TJ,Mining Commission,Mainland
1993,Energy,Solid Fuels,Coal production,13472.672499999999,TJ,Mining Commission,Mainland
1994,Energy,Solid Fuels,Coal production,15397.34,TJ,Mining Commission,Mainland
